"name","year","qtd"
"feature: settings","2018-4-1","31"
"feature: settings","2018-5-1","29"
"feature: settings","2018-6-1","35"
"feature: settings","2018-7-1","25"
"feature: settings","2018-8-1","26"
"feature: settings","2018-9-1","23"
"feature: settings","2018-10-1","23"
"feature: settings","2018-11-1","27"
"feature: settings","2018-12-1","27"
"feature: settings","2019-1-1","22"
"feature: settings","2019-2-1","21"
"feature: settings","2019-3-1","21"
"feature: settings","2019-4-1","14"
"feature: settings","2019-5-1","23"
"feature: settings","2019-6-1","14"
"feature: settings","2019-7-1","12"
"feature: settings","2019-8-1","12"
"feature: settings","2019-9-1","0"
"feature: settings","2019-10-1","0"
"feature: settings","2019-11-1","0"
"feature: settings","2019-12-1","0"
"feature: filesystem","2016-1-1","0"
"feature: filesystem","2016-2-1","0"
"feature: filesystem","2016-3-1","0"
"feature: filesystem","2016-4-1","0"
"feature: filesystem","2016-5-1","0"
"feature: filesystem","2016-6-1","2"
"feature: filesystem","2016-7-1","1"
"feature: filesystem","2016-8-1","4"
"feature: filesystem","2016-9-1","4"
"feature: filesystem","2016-10-1","10"
"feature: filesystem","2016-11-1","13"
"feature: filesystem","2016-12-1","14"
"feature: filesystem","2017-1-1","35"
"feature: filesystem","2017-2-1","43"
"feature: filesystem","2017-3-1","47"
"feature: filesystem","2017-4-1","47"
"feature: filesystem","2017-5-1","51"
"feature: filesystem","2017-6-1","58"
"feature: filesystem","2017-7-1","64"
"feature: filesystem","2017-8-1","66"
"feature: filesystem","2017-9-1","64"
"feature: filesystem","2017-10-1","65"
"feature: filesystem","2017-11-1","75"
"feature: filesystem","2017-12-1","74"
"feature: filesystem","2018-1-1","110"
"feature: filesystem","2018-2-1","104"
"feature: filesystem","2018-3-1","114"
"feature: filesystem","2018-4-1","112"
"feature: filesystem","2018-5-1","116"
"feature: filesystem","2018-6-1","109"
"feature: filesystem","2018-7-1","100"
"feature: filesystem","2018-8-1","97"
"feature: filesystem","2018-9-1","69"
"feature: filesystem","2018-10-1","74"
"feature: filesystem","2018-11-1","74"
"feature: filesystem","2018-12-1","70"
"feature: filesystem","2019-1-1","34"
"feature: filesystem","2019-2-1","37"
"feature: filesystem","2019-3-1","35"
"feature: filesystem","2019-4-1","28"
"feature: filesystem","2019-5-1","23"
"feature: filesystem","2019-6-1","26"
"feature: filesystem","2019-7-1","21"
"feature: filesystem","2019-8-1","21"
"feature: filesystem","2019-9-1","0"
"feature: filesystem","2019-10-1","0"
"feature: filesystem","2019-11-1","0"
"feature: filesystem","2019-12-1","0"
"integration","2016-1-1","0"
"integration","2016-2-1","0"
"integration","2016-3-1","0"
"integration","2016-4-1","0"
"integration","2016-5-1","0"
"integration","2016-6-1","0"
"integration","2016-7-1","0"
"integration","2016-8-1","1"
"integration","2016-9-1","1"
"integration","2016-10-1","1"
"integration","2016-11-1","3"
"integration","2016-12-1","4"
"integration","2017-1-1","11"
"integration","2017-2-1","11"
"integration","2017-3-1","11"
"integration","2017-4-1","13"
"integration","2017-5-1","8"
"integration","2017-6-1","8"
"integration","2017-7-1","8"
"integration","2017-8-1","8"
"integration","2017-9-1","8"
"integration","2017-10-1","6"
"integration","2017-11-1","6"
"integration","2017-12-1","6"
"integration","2018-1-1","4"
"integration","2018-2-1","4"
"integration","2018-3-1","4"
"integration","2018-4-1","5"
"integration","2018-5-1","5"
"integration","2018-6-1","5"
"integration","2018-7-1","5"
"integration","2018-8-1","5"
"integration","2018-9-1","3"
"integration","2018-10-1","3"
"integration","2018-11-1","3"
"integration","2018-12-1","4"
"integration","2019-1-1","1"
"integration","2019-2-1","1"
"integration","2019-3-1","2"
"integration","2019-4-1","1"
"integration","2019-5-1","2"
"integration","2019-6-1","4"
"integration","2019-7-1","2"
"integration","2019-8-1","2"
"integration","2019-9-1","0"
"integration","2019-10-1","0"
"integration","2019-11-1","0"
"integration","2019-12-1","0"
"pending documentation","2016-1-1","0"
"pending documentation","2016-2-1","0"
"pending documentation","2016-3-1","0"
"pending documentation","2016-4-1","0"
"pending documentation","2016-5-1","0"
"pending documentation","2016-6-1","0"
"pending documentation","2016-7-1","0"
"pending documentation","2016-8-1","0"
"pending documentation","2016-9-1","0"
"pending documentation","2016-10-1","0"
"pending documentation","2016-11-1","0"
"pending documentation","2016-12-1","0"
"pending documentation","2017-1-1","0"
"pending documentation","2017-2-1","0"
"pending documentation","2017-3-1","0"
"pending documentation","2017-4-1","0"
"pending documentation","2017-5-1","0"
"pending documentation","2017-6-1","0"
"pending documentation","2017-7-1","0"
"pending documentation","2017-8-1","0"
"pending documentation","2017-9-1","0"
"pending documentation","2017-10-1","0"
"pending documentation","2017-11-1","0"
"pending documentation","2017-12-1","0"
"pending documentation","2018-1-1","0"
"pending documentation","2018-2-1","0"
"pending documentation","2018-3-1","0"
"pending documentation","2018-4-1","0"
"pending documentation","2018-5-1","0"
"pending documentation","2018-6-1","0"
"pending documentation","2018-7-1","0"
"pending documentation","2018-8-1","0"
"pending documentation","2018-9-1","0"
"pending documentation","2018-10-1","0"
"pending documentation","2018-11-1","0"
"pending documentation","2018-12-1","1"
"pending documentation","2019-1-1","0"
"pending documentation","2019-2-1","0"
"pending documentation","2019-3-1","0"
"pending documentation","2019-4-1","0"
"pending documentation","2019-5-1","0"
"pending documentation","2019-6-1","1"
"pending documentation","2019-7-1","1"
"pending documentation","2019-8-1","1"
"pending documentation","2019-9-1","0"
"pending documentation","2019-10-1","0"
"pending documentation","2019-11-1","0"
"pending documentation","2019-12-1","0"
"feature: multiselect","2016-1-1","0"
"feature: multiselect","2016-2-1","0"
"feature: multiselect","2016-3-1","0"
"feature: multiselect","2016-4-1","0"
"feature: multiselect","2016-5-1","0"
"feature: multiselect","2016-6-1","0"
"feature: multiselect","2016-7-1","0"
"feature: multiselect","2016-8-1","0"
"feature: multiselect","2016-9-1","0"
"feature: multiselect","2016-10-1","0"
"feature: multiselect","2016-11-1","0"
"feature: multiselect","2016-12-1","0"
"feature: multiselect","2017-1-1","0"
"feature: multiselect","2017-2-1","0"
"feature: multiselect","2017-3-1","0"
"feature: multiselect","2017-4-1","0"
"feature: multiselect","2017-5-1","0"
"feature: multiselect","2017-6-1","0"
"feature: multiselect","2017-7-1","0"
"feature: multiselect","2017-8-1","0"
"feature: multiselect","2017-9-1","0"
"feature: multiselect","2017-10-1","0"
"feature: multiselect","2017-11-1","0"
"feature: multiselect","2017-12-1","0"
"feature: multiselect","2018-1-1","0"
"feature: multiselect","2018-2-1","0"
"feature: multiselect","2018-3-1","0"
"feature: multiselect","2018-4-1","0"
"feature: multiselect","2018-5-1","0"
"feature: multiselect","2018-6-1","0"
"feature: multiselect","2018-7-1","0"
"feature: multiselect","2018-8-1","0"
"feature: multiselect","2018-9-1","0"
"feature: multiselect","2018-10-1","0"
"feature: multiselect","2018-11-1","0"
"feature: multiselect","2018-12-1","0"
"feature: multiselect","2019-1-1","1"
"feature: multiselect","2019-2-1","1"
"feature: multiselect","2019-3-1","1"
"feature: multiselect","2019-4-1","1"
"feature: multiselect","2019-5-1","0"
"feature: multiselect","2019-6-1","1"
"feature: multiselect","2019-7-1","0"
"feature: multiselect","2019-8-1","0"
"feature: multiselect","2019-9-1","0"
"feature: multiselect","2019-10-1","0"
"feature: multiselect","2019-11-1","0"
"feature: multiselect","2019-12-1","0"
"low","2016-1-1","0"
"low","2016-2-1","0"
"low","2016-3-1","0"
"low","2016-4-1","0"
"low","2016-5-1","0"
"low","2016-6-1","4"
"low","2016-7-1","4"
"low","2016-8-1","3"
"low","2016-9-1","6"
"low","2016-10-1","8"
"low","2016-11-1","7"
"low","2016-12-1","6"
"low","2017-1-1","18"
"low","2017-2-1","17"
"low","2017-3-1","23"
"low","2017-4-1","21"
"low","2017-5-1","27"
"low","2017-6-1","31"
"low","2017-7-1","38"
"low","2017-8-1","43"
"low","2017-9-1","44"
"low","2017-10-1","41"
"low","2017-11-1","43"
"low","2017-12-1","41"
"low","2018-1-1","50"
"low","2018-2-1","55"
"low","2018-3-1","54"
"low","2018-4-1","54"
"low","2018-5-1","55"
"low","2018-6-1","54"
"low","2018-7-1","49"
"low","2018-8-1","46"
"low","2018-9-1","34"
"low","2018-10-1","34"
"low","2018-11-1","35"
"low","2018-12-1","31"
"low","2019-1-1","11"
"low","2019-2-1","11"
"low","2019-3-1","11"
"low","2019-4-1","9"
"low","2019-5-1","8"
"low","2019-6-1","8"
"low","2019-7-1","5"
"low","2019-8-1","5"
"low","2019-9-1","0"
"low","2019-10-1","0"
"low","2019-11-1","0"
"low","2019-12-1","0"
"feature: encryption (client-side)","2016-1-1","0"
"feature: encryption (client-side)","2016-2-1","0"
"feature: encryption (client-side)","2016-3-1","0"
"feature: encryption (client-side)","2016-4-1","0"
"feature: encryption (client-side)","2016-5-1","0"
"feature: encryption (client-side)","2016-6-1","0"
"feature: encryption (client-side)","2016-7-1","0"
"feature: encryption (client-side)","2016-8-1","0"
"feature: encryption (client-side)","2016-9-1","0"
"feature: encryption (client-side)","2016-10-1","0"
"feature: encryption (client-side)","2016-11-1","0"
"feature: encryption (client-side)","2016-12-1","0"
"feature: encryption (client-side)","2017-1-1","0"
"feature: encryption (client-side)","2017-2-1","0"
"feature: encryption (client-side)","2017-3-1","0"
"feature: encryption (client-side)","2017-4-1","0"
"feature: encryption (client-side)","2017-5-1","0"
"feature: encryption (client-side)","2017-6-1","0"
"feature: encryption (client-side)","2017-7-1","0"
"feature: encryption (client-side)","2017-8-1","0"
"feature: encryption (client-side)","2017-9-1","1"
"feature: encryption (client-side)","2017-10-1","1"
"feature: encryption (client-side)","2017-11-1","2"
"feature: encryption (client-side)","2017-12-1","2"
"feature: encryption (client-side)","2018-1-1","4"
"feature: encryption (client-side)","2018-2-1","4"
"feature: encryption (client-side)","2018-3-1","4"
"feature: encryption (client-side)","2018-4-1","3"
"feature: encryption (client-side)","2018-5-1","2"
"feature: encryption (client-side)","2018-6-1","4"
"feature: encryption (client-side)","2018-7-1","3"
"feature: encryption (client-side)","2018-8-1","3"
"feature: encryption (client-side)","2018-9-1","3"
"feature: encryption (client-side)","2018-10-1","3"
"feature: encryption (client-side)","2018-11-1","4"
"feature: encryption (client-side)","2018-12-1","4"
"feature: encryption (client-side)","2019-1-1","3"
"feature: encryption (client-side)","2019-2-1","3"
"feature: encryption (client-side)","2019-3-1","3"
"feature: encryption (client-side)","2019-4-1","3"
"feature: encryption (client-side)","2019-5-1","3"
"feature: encryption (client-side)","2019-6-1","3"
"feature: encryption (client-side)","2019-7-1","3"
"feature: encryption (client-side)","2019-8-1","3"
"feature: encryption (client-side)","2019-9-1","0"
"feature: encryption (client-side)","2019-10-1","0"
"feature: encryption (client-side)","2019-11-1","0"
"feature: encryption (client-side)","2019-12-1","0"
"php","2016-1-1","0"
"php","2016-2-1","0"
"php","2016-3-1","0"
"php","2016-4-1","0"
"php","2016-5-1","0"
"php","2016-6-1","0"
"php","2016-7-1","0"
"php","2016-8-1","0"
"php","2016-9-1","0"
"php","2016-10-1","0"
"php","2016-11-1","0"
"php","2016-12-1","0"
"php","2017-1-1","0"
"php","2017-2-1","0"
"php","2017-3-1","0"
"php","2017-4-1","0"
"php","2017-5-1","0"
"php","2017-6-1","0"
"php","2017-7-1","0"
"php","2017-8-1","0"
"php","2017-9-1","0"
"php","2017-10-1","0"
"php","2017-11-1","0"
"php","2017-12-1","0"
"php","2018-1-1","0"
"php","2018-2-1","0"
"php","2018-3-1","0"
"php","2018-4-1","0"
"php","2018-5-1","0"
"php","2018-6-1","0"
"php","2018-7-1","0"
"php","2018-8-1","0"
"php","2018-9-1","0"
"php","2018-10-1","2"
"php","2018-11-1","0"
"php","2018-12-1","0"
"php","2019-1-1","1"
"php","2019-2-1","1"
"php","2019-3-1","1"
"php","2019-4-1","0"
"php","2019-5-1","4"
"php","2019-6-1","0"
"php","2019-7-1","0"
"php","2019-8-1","0"
"php","2019-9-1","0"
"php","2019-10-1","0"
"php","2019-11-1","0"
"php","2019-12-1","0"
"feature: tags","2016-1-1","0"
"feature: tags","2016-2-1","0"
"feature: tags","2016-3-1","0"
"feature: tags","2016-4-1","0"
"feature: tags","2016-5-1","0"
"feature: tags","2016-6-1","4"
"feature: tags","2016-7-1","10"
"feature: tags","2016-8-1","9"
"feature: tags","2016-9-1","6"
"feature: tags","2016-10-1","8"
"feature: tags","2016-11-1","13"
"feature: tags","2016-12-1","9"
"feature: tags","2017-1-1","14"
"feature: tags","2017-2-1","13"
"feature: tags","2017-3-1","15"
"feature: tags","2017-4-1","14"
"feature: tags","2017-5-1","20"
"feature: tags","2017-6-1","18"
"feature: tags","2017-7-1","15"
"feature: tags","2017-8-1","16"
"feature: tags","2017-9-1","15"
"feature: tags","2017-10-1","16"
"feature: tags","2017-11-1","16"
"feature: tags","2017-12-1","17"
"feature: tags","2018-1-1","19"
"feature: tags","2018-2-1","21"
"feature: tags","2018-3-1","19"
"feature: tags","2018-4-1","20"
"feature: tags","2018-5-1","20"
"feature: tags","2018-6-1","20"
"feature: tags","2018-7-1","19"
"feature: tags","2018-8-1","22"
"feature: tags","2018-9-1","15"
"feature: tags","2018-10-1","17"
"feature: tags","2018-11-1","15"
"feature: tags","2018-12-1","15"
"feature: tags","2019-1-1","6"
"feature: tags","2019-2-1","5"
"feature: tags","2019-3-1","7"
"feature: tags","2019-4-1","8"
"feature: tags","2019-5-1","9"
"feature: tags","2019-6-1","8"
"feature: tags","2019-7-1","8"
"feature: tags","2019-8-1","8"
"feature: tags","2019-9-1","0"
"feature: tags","2019-10-1","0"
"feature: tags","2019-11-1","0"
"feature: tags","2019-12-1","0"
"standardisation","2016-1-1","0"
"standardisation","2016-2-1","0"
"standardisation","2016-3-1","0"
"standardisation","2016-4-1","0"
"standardisation","2016-5-1","0"
"standardisation","2016-6-1","0"
"standardisation","2016-7-1","0"
"standardisation","2016-8-1","0"
"standardisation","2016-9-1","0"
"standardisation","2016-10-1","0"
"standardisation","2016-11-1","0"
"standardisation","2016-12-1","1"
"standardisation","2017-1-1","1"
"standardisation","2017-2-1","0"
"standardisation","2017-3-1","0"
"standardisation","2017-4-1","0"
"standardisation","2017-5-1","0"
"standardisation","2017-6-1","0"
"standardisation","2017-7-1","0"
"standardisation","2017-8-1","0"
"standardisation","2017-9-1","2"
"standardisation","2017-10-1","1"
"standardisation","2017-11-1","3"
"standardisation","2017-12-1","2"
"standardisation","2018-1-1","1"
"standardisation","2018-2-1","4"
"standardisation","2018-3-1","3"
"standardisation","2018-4-1","1"
"standardisation","2018-5-1","1"
"standardisation","2018-6-1","3"
"standardisation","2018-7-1","5"
"standardisation","2018-8-1","5"
"standardisation","2018-9-1","3"
"standardisation","2018-10-1","5"
"standardisation","2018-11-1","3"
"standardisation","2018-12-1","3"
"standardisation","2019-1-1","3"
"standardisation","2019-2-1","3"
"standardisation","2019-3-1","3"
"standardisation","2019-4-1","4"
"standardisation","2019-5-1","3"
"standardisation","2019-6-1","2"
"standardisation","2019-7-1","2"
"standardisation","2019-8-1","2"
"standardisation","2019-9-1","0"
"standardisation","2019-10-1","0"
"standardisation","2019-11-1","0"
"standardisation","2019-12-1","0"
"feature: search","2016-1-1","0"
"feature: search","2016-2-1","0"
"feature: search","2016-3-1","0"
"feature: search","2016-4-1","0"
"feature: search","2016-5-1","0"
"feature: search","2016-6-1","0"
"feature: search","2016-7-1","0"
"feature: search","2016-8-1","2"
"feature: search","2016-9-1","3"
"feature: search","2016-10-1","5"
"feature: search","2016-11-1","7"
"feature: search","2016-12-1","8"
"feature: search","2017-1-1","20"
"feature: search","2017-2-1","21"
"feature: search","2017-3-1","21"
"feature: search","2017-4-1","21"
"feature: search","2017-5-1","24"
"feature: search","2017-6-1","22"
"feature: search","2017-7-1","20"
"feature: search","2017-8-1","20"
"feature: search","2017-9-1","16"
"feature: search","2017-10-1","16"
"feature: search","2017-11-1","16"
"feature: search","2017-12-1","16"
"feature: search","2018-1-1","10"
"feature: search","2018-2-1","11"
"feature: search","2018-3-1","12"
"feature: search","2018-4-1","14"
"feature: search","2018-5-1","14"
"feature: search","2018-6-1","20"
"feature: search","2018-7-1","18"
"feature: search","2018-8-1","14"
"feature: search","2018-9-1","9"
"feature: search","2018-10-1","9"
"feature: search","2018-11-1","9"
"feature: search","2018-12-1","10"
"feature: search","2019-1-1","5"
"feature: search","2019-2-1","7"
"feature: search","2019-3-1","8"
"feature: search","2019-4-1","8"
"feature: search","2019-5-1","8"
"feature: search","2019-6-1","8"
"feature: search","2019-7-1","7"
"feature: search","2019-8-1","7"
"feature: search","2019-9-1","0"
"feature: search","2019-10-1","0"
"feature: search","2019-11-1","0"
"feature: search","2019-12-1","0"
"feature: vue apps","2016-1-1","0"
"feature: vue apps","2016-2-1","0"
"feature: vue apps","2016-3-1","0"
"feature: vue apps","2016-4-1","0"
"feature: vue apps","2016-5-1","0"
"feature: vue apps","2016-6-1","0"
"feature: vue apps","2016-7-1","0"
"feature: vue apps","2016-8-1","0"
"feature: vue apps","2016-9-1","0"
"feature: vue apps","2016-10-1","0"
"feature: vue apps","2016-11-1","0"
"feature: vue apps","2016-12-1","0"
"feature: vue apps","2017-1-1","0"
"feature: vue apps","2017-2-1","0"
"feature: vue apps","2017-3-1","0"
"feature: vue apps","2017-4-1","0"
"feature: vue apps","2017-5-1","0"
"feature: vue apps","2017-6-1","0"
"feature: vue apps","2017-7-1","0"
"feature: vue apps","2017-8-1","0"
"feature: vue apps","2017-9-1","0"
"feature: vue apps","2017-10-1","0"
"feature: vue apps","2017-11-1","0"
"feature: vue apps","2017-12-1","0"
"feature: vue apps","2018-1-1","0"
"feature: vue apps","2018-2-1","0"
"feature: vue apps","2018-3-1","0"
"feature: vue apps","2018-4-1","0"
"feature: vue apps","2018-5-1","0"
"feature: vue apps","2018-6-1","6"
"feature: vue apps","2018-7-1","2"
"feature: vue apps","2018-8-1","3"
"feature: vue apps","2018-9-1","4"
"feature: vue apps","2018-10-1","4"
"feature: vue apps","2018-11-1","1"
"feature: vue apps","2018-12-1","2"
"feature: vue apps","2019-1-1","3"
"feature: vue apps","2019-2-1","1"
"feature: vue apps","2019-3-1","0"
"feature: vue apps","2019-4-1","2"
"feature: vue apps","2019-5-1","0"
"feature: vue apps","2019-6-1","0"
"feature: vue apps","2019-7-1","0"
"feature: vue apps","2019-8-1","0"
"feature: vue apps","2019-9-1","0"
"feature: vue apps","2019-10-1","0"
"feature: vue apps","2019-11-1","0"
"feature: vue apps","2019-12-1","0"
"feature: caching","2016-1-1","0"
"feature: caching","2016-2-1","0"
"feature: caching","2016-3-1","0"
"feature: caching","2016-4-1","0"
"feature: caching","2016-5-1","0"
"feature: caching","2016-6-1","0"
"feature: caching","2016-7-1","0"
"feature: caching","2016-8-1","0"
"feature: caching","2016-9-1","0"
"feature: caching","2016-10-1","0"
"feature: caching","2016-11-1","0"
"feature: caching","2016-12-1","0"
"feature: caching","2017-1-1","0"
"feature: caching","2017-2-1","0"
"feature: caching","2017-3-1","0"
"feature: caching","2017-4-1","0"
"feature: caching","2017-5-1","0"
"feature: caching","2017-6-1","0"
"feature: caching","2017-7-1","0"
"feature: caching","2017-8-1","0"
"feature: caching","2017-9-1","0"
"feature: caching","2017-10-1","0"
"feature: caching","2017-11-1","0"
"feature: caching","2017-12-1","0"
"feature: caching","2018-1-1","1"
"feature: caching","2018-2-1","2"
"feature: caching","2018-3-1","1"
"feature: caching","2018-4-1","2"
"feature: caching","2018-5-1","3"
"feature: caching","2018-6-1","2"
"feature: caching","2018-7-1","4"
"feature: caching","2018-8-1","3"
"feature: caching","2018-9-1","3"
"feature: caching","2018-10-1","2"
"feature: caching","2018-11-1","4"
"feature: caching","2018-12-1","2"
"feature: caching","2019-1-1","2"
"feature: caching","2019-2-1","2"
"feature: caching","2019-3-1","2"
"feature: caching","2019-4-1","3"
"feature: caching","2019-5-1","3"
"feature: caching","2019-6-1","3"
"feature: caching","2019-7-1","3"
"feature: caching","2019-8-1","3"
"feature: caching","2019-9-1","0"
"feature: caching","2019-10-1","0"
"feature: caching","2019-11-1","0"
"feature: caching","2019-12-1","0"
"feature: filepicker","2016-1-1","0"
"feature: filepicker","2016-2-1","0"
"feature: filepicker","2016-3-1","0"
"feature: filepicker","2016-4-1","0"
"feature: filepicker","2016-5-1","0"
"feature: filepicker","2016-6-1","0"
"feature: filepicker","2016-7-1","4"
"feature: filepicker","2016-8-1","4"
"feature: filepicker","2016-9-1","4"
"feature: filepicker","2016-10-1","8"
"feature: filepicker","2016-11-1","7"
"feature: filepicker","2016-12-1","6"
"feature: filepicker","2017-1-1","16"
"feature: filepicker","2017-2-1","15"
"feature: filepicker","2017-3-1","15"
"feature: filepicker","2017-4-1","15"
"feature: filepicker","2017-5-1","15"
"feature: filepicker","2017-6-1","15"
"feature: filepicker","2017-7-1","14"
"feature: filepicker","2017-8-1","14"
"feature: filepicker","2017-9-1","10"
"feature: filepicker","2017-10-1","11"
"feature: filepicker","2017-11-1","11"
"feature: filepicker","2017-12-1","11"
"feature: filepicker","2018-1-1","4"
"feature: filepicker","2018-2-1","3"
"feature: filepicker","2018-3-1","3"
"feature: filepicker","2018-4-1","3"
"feature: filepicker","2018-5-1","3"
"feature: filepicker","2018-6-1","2"
"feature: filepicker","2018-7-1","3"
"feature: filepicker","2018-8-1","3"
"feature: filepicker","2018-9-1","3"
"feature: filepicker","2018-10-1","4"
"feature: filepicker","2018-11-1","4"
"feature: filepicker","2018-12-1","4"
"feature: filepicker","2019-1-1","2"
"feature: filepicker","2019-2-1","0"
"feature: filepicker","2019-3-1","3"
"feature: filepicker","2019-4-1","2"
"feature: filepicker","2019-5-1","0"
"feature: filepicker","2019-6-1","0"
"feature: filepicker","2019-7-1","0"
"feature: filepicker","2019-8-1","0"
"feature: filepicker","2019-9-1","0"
"feature: filepicker","2019-10-1","0"
"feature: filepicker","2019-11-1","0"
"feature: filepicker","2019-12-1","0"
"feature: versions","2016-1-1","0"
"feature: versions","2016-2-1","0"
"feature: versions","2016-3-1","0"
"feature: versions","2016-4-1","0"
"feature: versions","2016-5-1","0"
"feature: versions","2016-6-1","2"
"feature: versions","2016-7-1","1"
"feature: versions","2016-8-1","0"
"feature: versions","2016-9-1","2"
"feature: versions","2016-10-1","3"
"feature: versions","2016-11-1","6"
"feature: versions","2016-12-1","6"
"feature: versions","2017-1-1","8"
"feature: versions","2017-2-1","9"
"feature: versions","2017-3-1","8"
"feature: versions","2017-4-1","8"
"feature: versions","2017-5-1","8"
"feature: versions","2017-6-1","8"
"feature: versions","2017-7-1","8"
"feature: versions","2017-8-1","8"
"feature: versions","2017-9-1","10"
"feature: versions","2017-10-1","11"
"feature: versions","2017-11-1","13"
"feature: versions","2017-12-1","13"
"feature: versions","2018-1-1","18"
"feature: versions","2018-2-1","20"
"feature: versions","2018-3-1","22"
"feature: versions","2018-4-1","22"
"feature: versions","2018-5-1","28"
"feature: versions","2018-6-1","24"
"feature: versions","2018-7-1","23"
"feature: versions","2018-8-1","23"
"feature: versions","2018-9-1","23"
"feature: versions","2018-10-1","24"
"feature: versions","2018-11-1","24"
"feature: versions","2018-12-1","23"
"feature: versions","2019-1-1","20"
"feature: versions","2019-2-1","19"
"feature: versions","2019-3-1","18"
"feature: versions","2019-4-1","18"
"feature: versions","2019-5-1","18"
"feature: versions","2019-6-1","17"
"feature: versions","2019-7-1","17"
"feature: versions","2019-8-1","17"
"feature: versions","2019-9-1","0"
"feature: versions","2019-10-1","0"
"feature: versions","2019-11-1","0"
"feature: versions","2019-12-1","0"
"feature: global scale","2016-1-1","0"
"feature: global scale","2016-2-1","0"
"feature: global scale","2016-3-1","0"
"feature: global scale","2016-4-1","0"
"feature: global scale","2016-5-1","0"
"feature: global scale","2016-6-1","0"
"feature: global scale","2016-7-1","0"
"feature: global scale","2016-8-1","0"
"feature: global scale","2016-9-1","0"
"feature: global scale","2016-10-1","0"
"feature: global scale","2016-11-1","0"
"feature: global scale","2016-12-1","0"
"feature: global scale","2017-1-1","0"
"feature: global scale","2017-2-1","0"
"feature: global scale","2017-3-1","0"
"feature: global scale","2017-4-1","0"
"feature: global scale","2017-5-1","0"
"feature: global scale","2017-6-1","3"
"feature: global scale","2017-7-1","0"
"feature: global scale","2017-8-1","0"
"feature: global scale","2017-9-1","0"
"feature: global scale","2017-10-1","0"
"feature: global scale","2017-11-1","0"
"feature: global scale","2017-12-1","0"
"feature: global scale","2018-1-1","0"
"feature: global scale","2018-2-1","0"
"feature: global scale","2018-3-1","0"
"feature: global scale","2018-4-1","0"
"feature: global scale","2018-5-1","0"
"feature: global scale","2018-6-1","0"
"feature: global scale","2018-7-1","0"
"feature: global scale","2018-8-1","0"
"feature: global scale","2018-9-1","2"
"feature: global scale","2018-10-1","5"
"feature: global scale","2018-11-1","1"
"feature: global scale","2018-12-1","1"
"feature: global scale","2019-1-1","1"
"feature: global scale","2019-2-1","4"
"feature: global scale","2019-3-1","2"
"feature: global scale","2019-4-1","2"
"feature: global scale","2019-5-1","2"
"feature: global scale","2019-6-1","2"
"feature: global scale","2019-7-1","2"
"feature: global scale","2019-8-1","2"
"feature: global scale","2019-9-1","0"
"feature: global scale","2019-10-1","0"
"feature: global scale","2019-11-1","0"
"feature: global scale","2019-12-1","0"
"feature: scss","2016-1-1","0"
"feature: scss","2016-2-1","0"
"feature: scss","2016-3-1","0"
"feature: scss","2016-4-1","0"
"feature: scss","2016-5-1","0"
"feature: scss","2016-6-1","0"
"feature: scss","2016-7-1","0"
"feature: scss","2016-8-1","0"
"feature: scss","2016-9-1","0"
"feature: scss","2016-10-1","2"
"feature: scss","2016-11-1","4"
"feature: scss","2016-12-1","4"
"feature: scss","2017-1-1","26"
"feature: scss","2017-2-1","10"
"feature: scss","2017-3-1","7"
"feature: scss","2017-4-1","4"
"feature: scss","2017-5-1","2"
"feature: scss","2017-6-1","6"
"feature: scss","2017-7-1","6"
"feature: scss","2017-8-1","7"
"feature: scss","2017-9-1","14"
"feature: scss","2017-10-1","7"
"feature: scss","2017-11-1","7"
"feature: scss","2017-12-1","9"
"feature: scss","2018-1-1","16"
"feature: scss","2018-2-1","11"
"feature: scss","2018-3-1","11"
"feature: scss","2018-4-1","10"
"feature: scss","2018-5-1","9"
"feature: scss","2018-6-1","10"
"feature: scss","2018-7-1","10"
"feature: scss","2018-8-1","11"
"feature: scss","2018-9-1","8"
"feature: scss","2018-10-1","6"
"feature: scss","2018-11-1","5"
"feature: scss","2018-12-1","5"
"feature: scss","2019-1-1","2"
"feature: scss","2019-2-1","3"
"feature: scss","2019-3-1","3"
"feature: scss","2019-4-1","3"
"feature: scss","2019-5-1","3"
"feature: scss","2019-6-1","3"
"feature: scss","2019-7-1","3"
"feature: scss","2019-8-1","3"
"feature: scss","2019-9-1","0"
"feature: scss","2019-10-1","0"
"feature: scss","2019-11-1","0"
"feature: scss","2019-12-1","0"
"feature: admin audit","2016-1-1","0"
"feature: admin audit","2016-2-1","0"
"feature: admin audit","2016-3-1","0"
"feature: admin audit","2016-4-1","0"
"feature: admin audit","2016-5-1","0"
"feature: admin audit","2016-6-1","2"
"feature: admin audit","2016-7-1","1"
"feature: admin audit","2016-8-1","1"
"feature: admin audit","2016-9-1","1"
"feature: admin audit","2016-10-1","1"
"feature: admin audit","2016-11-1","3"
"feature: admin audit","2016-12-1","0"
"feature: admin audit","2017-1-1","0"
"feature: admin audit","2017-2-1","0"
"feature: admin audit","2017-3-1","0"
"feature: admin audit","2017-4-1","1"
"feature: admin audit","2017-5-1","1"
"feature: admin audit","2017-6-1","2"
"feature: admin audit","2017-7-1","2"
"feature: admin audit","2017-8-1","0"
"feature: admin audit","2017-9-1","0"
"feature: admin audit","2017-10-1","0"
"feature: admin audit","2017-11-1","0"
"feature: admin audit","2017-12-1","0"
"feature: admin audit","2018-1-1","0"
