"name","year","qtd"
"feature: ldap","2016-6-1","0"
"feature: ldap","2016-7-1","15"
"feature: ldap","2016-8-1","8"
"feature: ldap","2016-9-1","10"
"feature: ldap","2016-10-1","23"
"feature: ldap","2016-11-1","21"
"feature: ldap","2016-12-1","19"
"feature: ldap","2017-1-1","43"
"feature: ldap","2017-2-1","50"
"feature: ldap","2017-3-1","57"
"feature: ldap","2017-4-1","55"
"feature: ldap","2017-5-1","59"
"feature: ldap","2017-6-1","67"
"feature: ldap","2017-7-1","73"
"feature: ldap","2017-8-1","72"
"feature: ldap","2017-9-1","85"
"feature: ldap","2017-10-1","75"
"feature: ldap","2017-11-1","85"
"feature: ldap","2017-12-1","87"
"feature: ldap","2018-1-1","114"
"feature: ldap","2018-2-1","115"
"feature: ldap","2018-3-1","118"
"feature: ldap","2018-4-1","105"
"feature: ldap","2018-5-1","104"
"feature: ldap","2018-6-1","103"
"feature: ldap","2018-7-1","108"
"feature: ldap","2018-8-1","103"
"feature: ldap","2018-9-1","77"
"feature: ldap","2018-10-1","95"
"feature: ldap","2018-11-1","85"
"feature: ldap","2018-12-1","76"
"feature: ldap","2019-1-1","47"
"feature: ldap","2019-2-1","47"
"feature: ldap","2019-3-1","55"
"feature: ldap","2019-4-1","44"
"feature: ldap","2019-5-1","47"
"feature: ldap","2019-6-1","58"
"feature: ldap","2019-7-1","46"
"feature: ldap","2019-8-1","38"
"feature: ldap","2019-9-1","0"
"feature: ldap","2019-10-1","0"
"feature: ldap","2019-11-1","0"
"feature: ldap","2019-12-1","0"
"1. to develop","2016-1-1","0"
"1. to develop","2016-2-1","0"
"1. to develop","2016-3-1","0"
"1. to develop","2016-4-1","0"
"1. to develop","2016-5-1","0"
"1. to develop","2016-6-1","10"
"1. to develop","2016-7-1","30"
"1. to develop","2016-8-1","58"
"1. to develop","2016-9-1","75"
"1. to develop","2016-10-1","92"
"1. to develop","2016-11-1","114"
"1. to develop","2016-12-1","133"
"1. to develop","2017-1-1","349"
"1. to develop","2017-2-1","374"
"1. to develop","2017-3-1","392"
"1. to develop","2017-4-1","420"
"1. to develop","2017-5-1","441"
"1. to develop","2017-6-1","451"
"1. to develop","2017-7-1","457"
"1. to develop","2017-8-1","461"
"1. to develop","2017-9-1","381"
"1. to develop","2017-10-1","392"
"1. to develop","2017-11-1","404"
"1. to develop","2017-12-1","419"
"1. to develop","2018-1-1","413"
"1. to develop","2018-2-1","418"
"1. to develop","2018-3-1","431"
"1. to develop","2018-4-1","447"
"1. to develop","2018-5-1","460"
"1. to develop","2018-6-1","470"
"1. to develop","2018-7-1","474"
"1. to develop","2018-8-1","488"
"1. to develop","2018-9-1","349"
"1. to develop","2018-10-1","372"
"1. to develop","2018-11-1","377"
"1. to develop","2018-12-1","409"
"1. to develop","2019-1-1","267"
"1. to develop","2019-2-1","272"
"1. to develop","2019-3-1","287"
"1. to develop","2019-4-1","302"
"1. to develop","2019-5-1","321"
"1. to develop","2019-6-1","333"
"1. to develop","2019-7-1","335"
"1. to develop","2019-8-1","322"
"1. to develop","2019-9-1","0"
"1. to develop","2019-10-1","0"
"1. to develop","2019-11-1","0"
"1. to develop","2019-12-1","0"
"feature: files","2016-1-1","0"
"feature: files","2016-2-1","0"
"feature: files","2016-3-1","0"
"feature: files","2016-4-1","0"
"feature: files","2016-5-1","0"
"feature: files","2016-6-1","3"
"feature: files","2016-7-1","12"
"feature: files","2016-8-1","19"
"feature: files","2016-9-1","32"
"feature: files","2016-10-1","40"
"feature: files","2016-11-1","48"
"feature: files","2016-12-1","51"
"feature: files","2017-1-1","107"
"feature: files","2017-2-1","106"
"feature: files","2017-3-1","113"
"feature: files","2017-4-1","111"
"feature: files","2017-5-1","114"
"feature: files","2017-6-1","110"
"feature: files","2017-7-1","107"
"feature: files","2017-8-1","115"
"feature: files","2017-9-1","103"
"feature: files","2017-10-1","99"
"feature: files","2017-11-1","102"
"feature: files","2017-12-1","109"
"feature: files","2018-1-1","102"
"feature: files","2018-2-1","82"
"feature: files","2018-3-1","88"
"feature: files","2018-4-1","91"
"feature: files","2018-5-1","92"
"feature: files","2018-6-1","94"
"feature: files","2018-7-1","96"
"feature: files","2018-8-1","107"
"feature: files","2018-9-1","94"
"feature: files","2018-10-1","123"
"feature: files","2018-11-1","121"
"feature: files","2018-12-1","107"
"feature: files","2019-1-1","94"
"feature: files","2019-2-1","95"
"feature: files","2019-3-1","92"
"feature: files","2019-4-1","88"
"feature: files","2019-5-1","86"
"feature: files","2019-6-1","86"
"feature: files","2019-7-1","84"
"feature: files","2019-8-1","72"
"feature: files","2019-9-1","0"
"feature: files","2019-10-1","0"
"feature: files","2019-11-1","0"
"feature: files","2019-12-1","0"
