"name","year","qtd"
"feature: install and update","2019-10-1","0"
"feature: install and update","2019-11-1","0"
"feature: install and update","2019-12-1","0"
"backport-request","2016-1-1","0"
"backport-request","2016-2-1","0"
"backport-request","2016-3-1","0"
"backport-request","2016-4-1","0"
"backport-request","2016-5-1","0"
"backport-request","2016-6-1","0"
"backport-request","2016-7-1","0"
"backport-request","2016-8-1","0"
"backport-request","2016-9-1","0"
"backport-request","2016-10-1","0"
"backport-request","2016-11-1","0"
"backport-request","2016-12-1","0"
"backport-request","2017-1-1","0"
"backport-request","2017-2-1","0"
"backport-request","2017-3-1","0"
"backport-request","2017-4-1","0"
"backport-request","2017-5-1","0"
"backport-request","2017-6-1","0"
"backport-request","2017-7-1","0"
"backport-request","2017-8-1","0"
"backport-request","2017-9-1","0"
"backport-request","2017-10-1","0"
"backport-request","2017-11-1","0"
"backport-request","2017-12-1","0"
"backport-request","2018-1-1","0"
"backport-request","2018-2-1","0"
"backport-request","2018-3-1","0"
"backport-request","2018-4-1","0"
"backport-request","2018-5-1","0"
"backport-request","2018-6-1","0"
"backport-request","2018-7-1","0"
"backport-request","2018-8-1","0"
"backport-request","2018-9-1","0"
"backport-request","2018-10-1","1"
"backport-request","2018-11-1","1"
"backport-request","2018-12-1","1"
"backport-request","2019-1-1","1"
"backport-request","2019-2-1","1"
"backport-request","2019-3-1","2"
"backport-request","2019-4-1","5"
"backport-request","2019-5-1","5"
"backport-request","2019-6-1","0"
"backport-request","2019-7-1","0"
"backport-request","2019-8-1","0"
"backport-request","2019-9-1","0"
"backport-request","2019-10-1","0"
"backport-request","2019-11-1","0"
"backport-request","2019-12-1","0"
"feature: dav","2016-1-1","0"
"feature: dav","2016-2-1","0"
"feature: dav","2016-3-1","0"
"feature: dav","2016-4-1","0"
"feature: dav","2016-5-1","0"
"feature: dav","2016-6-1","7"
"feature: dav","2016-7-1","11"
"feature: dav","2016-8-1","29"
"feature: dav","2016-9-1","43"
"feature: dav","2016-10-1","47"
"feature: dav","2016-11-1","53"
"feature: dav","2016-12-1","74"
"feature: dav","2017-1-1","142"
"feature: dav","2017-2-1","141"
"feature: dav","2017-3-1","155"
"feature: dav","2017-4-1","143"
"feature: dav","2017-5-1","147"
"feature: dav","2017-6-1","122"
"feature: dav","2017-7-1","127"
"feature: dav","2017-8-1","130"
"feature: dav","2017-9-1","140"
"feature: dav","2017-10-1","133"
"feature: dav","2017-11-1","133"
"feature: dav","2017-12-1","131"
"feature: dav","2018-1-1","121"
"feature: dav","2018-2-1","119"
"feature: dav","2018-3-1","124"
"feature: dav","2018-4-1","125"
"feature: dav","2018-5-1","126"
"feature: dav","2018-6-1","91"
"feature: dav","2018-7-1","96"
"feature: dav","2018-8-1","101"
"feature: dav","2018-9-1","122"
"feature: dav","2018-10-1","147"
"feature: dav","2018-11-1","156"
"feature: dav","2018-12-1","151"
"feature: dav","2019-1-1","114"
"feature: dav","2019-2-1","105"
"feature: dav","2019-3-1","109"
"feature: dav","2019-4-1","102"
"feature: dav","2019-5-1","96"
"feature: dav","2019-6-1","0"
"feature: dav","2019-7-1","0"
"feature: dav","2019-8-1","0"
"feature: dav","2019-9-1","0"
"feature: dav","2019-10-1","0"
"feature: dav","2019-11-1","0"
"feature: dav","2019-12-1","0"
"feature: filesystem","2016-1-1","0"
"feature: filesystem","2016-2-1","0"
"feature: filesystem","2016-3-1","0"
"feature: filesystem","2016-4-1","0"
"feature: filesystem","2016-5-1","0"
"feature: filesystem","2016-6-1","2"
"feature: filesystem","2016-7-1","1"
"feature: filesystem","2016-8-1","4"
"feature: filesystem","2016-9-1","4"
"feature: filesystem","2016-10-1","10"
"feature: filesystem","2016-11-1","13"
"feature: filesystem","2016-12-1","14"
"feature: filesystem","2017-1-1","35"
"feature: filesystem","2017-2-1","43"
"feature: filesystem","2017-3-1","47"
"feature: filesystem","2017-4-1","47"
"feature: filesystem","2017-5-1","51"
"feature: filesystem","2017-6-1","53"
"feature: filesystem","2017-7-1","59"
"feature: filesystem","2017-8-1","61"
"feature: filesystem","2017-9-1","64"
"feature: filesystem","2017-10-1","65"
"feature: filesystem","2017-11-1","75"
"feature: filesystem","2017-12-1","74"
"feature: filesystem","2018-1-1","110"
"feature: filesystem","2018-2-1","104"
"feature: filesystem","2018-3-1","114"
"feature: filesystem","2018-4-1","112"
"feature: filesystem","2018-5-1","116"
"feature: filesystem","2018-6-1","73"
"feature: filesystem","2018-7-1","69"
"feature: filesystem","2018-8-1","68"
"feature: filesystem","2018-9-1","69"
"feature: filesystem","2018-10-1","74"
"feature: filesystem","2018-11-1","74"
"feature: filesystem","2018-12-1","70"
"feature: filesystem","2019-1-1","34"
"feature: filesystem","2019-2-1","37"
"feature: filesystem","2019-3-1","35"
"feature: filesystem","2019-4-1","28"
"feature: filesystem","2019-5-1","22"
"feature: filesystem","2019-6-1","0"
"feature: filesystem","2019-7-1","0"
"feature: filesystem","2019-8-1","0"
"feature: filesystem","2019-9-1","0"
"feature: filesystem","2019-10-1","0"
"feature: filesystem","2019-11-1","0"
"feature: filesystem","2019-12-1","0"
"feature: federation","2016-1-1","0"
"feature: federation","2016-2-1","0"
"feature: federation","2016-3-1","0"
"feature: federation","2016-4-1","0"
"feature: federation","2016-5-1","0"
"feature: federation","2016-6-1","1"
"feature: federation","2016-7-1","5"
"feature: federation","2016-8-1","9"
"feature: federation","2016-9-1","8"
"feature: federation","2016-10-1","10"
"feature: federation","2016-11-1","15"
"feature: federation","2016-12-1","11"
"feature: federation","2017-1-1","26"
"feature: federation","2017-2-1","30"
"feature: federation","2017-3-1","33"
"feature: federation","2017-4-1","34"
"feature: federation","2017-5-1","34"
"feature: federation","2017-6-1","26"
"feature: federation","2017-7-1","27"
"feature: federation","2017-8-1","24"
"feature: federation","2017-9-1","26"
"feature: federation","2017-10-1","25"
"feature: federation","2017-11-1","25"
"feature: federation","2017-12-1","29"
"feature: federation","2018-1-1","27"
"feature: federation","2018-2-1","28"
"feature: federation","2018-3-1","28"
"feature: federation","2018-4-1","31"
"feature: federation","2018-5-1","28"
"feature: federation","2018-6-1","19"
"feature: federation","2018-7-1","19"
"feature: federation","2018-8-1","17"
"feature: federation","2018-9-1","18"
"feature: federation","2018-10-1","22"
"feature: federation","2018-11-1","22"
"feature: federation","2018-12-1","27"
"feature: federation","2019-1-1","16"
"feature: federation","2019-2-1","22"
"feature: federation","2019-3-1","21"
"feature: federation","2019-4-1","20"
"feature: federation","2019-5-1","16"
"feature: federation","2019-6-1","0"
"feature: federation","2019-7-1","0"
"feature: federation","2019-8-1","0"
"feature: federation","2019-9-1","0"
"feature: federation","2019-10-1","0"
"feature: federation","2019-11-1","0"
"feature: federation","2019-12-1","0"
"design","2016-1-1","0"
"design","2016-2-1","0"
"design","2016-3-1","0"
"design","2016-4-1","0"
"design","2016-5-1","0"
"design","2016-6-1","35"
"design","2016-7-1","54"
"design","2016-8-1","76"
"design","2016-9-1","76"
"design","2016-10-1","113"
"design","2016-11-1","134"
"design","2016-12-1","109"
"design","2017-1-1","194"
"design","2017-2-1","171"
"design","2017-3-1","186"
"design","2017-4-1","196"
"design","2017-5-1","202"
"design","2017-6-1","176"
"design","2017-7-1","172"
"design","2017-8-1","181"
"design","2017-9-1","208"
"design","2017-10-1","185"
"design","2017-11-1","204"
"design","2017-12-1","186"
"design","2018-1-1","174"
"design","2018-2-1","175"
"design","2018-3-1","186"
"design","2018-4-1","171"
"design","2018-5-1","167"
"design","2018-6-1","141"
"design","2018-7-1","163"
"design","2018-8-1","184"
"design","2018-9-1","165"
"design","2018-10-1","219"
"design","2018-11-1","209"
"design","2018-12-1","157"
"design","2019-1-1","140"
"design","2019-2-1","128"
"design","2019-3-1","117"
"design","2019-4-1","113"
"design","2019-5-1","92"
"design","2019-6-1","0"
"design","2019-7-1","0"
"design","2019-8-1","0"
"design","2019-9-1","0"
"design","2019-10-1","0"
"design","2019-11-1","0"
"design","2019-12-1","0"
"feature: accessibility","2016-1-1","0"
"feature: accessibility","2016-2-1","0"
"feature: accessibility","2016-3-1","0"
"feature: accessibility","2016-4-1","0"
"feature: accessibility","2016-5-1","0"
"feature: accessibility","2016-6-1","0"
"feature: accessibility","2016-7-1","0"
"feature: accessibility","2016-8-1","0"
"feature: accessibility","2016-9-1","1"
"feature: accessibility","2016-10-1","3"
"feature: accessibility","2016-11-1","2"
"feature: accessibility","2016-12-1","2"
"feature: accessibility","2017-1-1","5"
"feature: accessibility","2017-2-1","5"
"feature: accessibility","2017-3-1","5"
"feature: accessibility","2017-4-1","5"
"feature: accessibility","2017-5-1","5"
"feature: accessibility","2017-6-1","4"
"feature: accessibility","2017-7-1","3"
"feature: accessibility","2017-8-1","6"
"feature: accessibility","2017-9-1","5"
"feature: accessibility","2017-10-1","6"
"feature: accessibility","2017-11-1","5"
"feature: accessibility","2017-12-1","6"
"feature: accessibility","2018-1-1","4"
"feature: accessibility","2018-2-1","5"
"feature: accessibility","2018-3-1","5"
"feature: accessibility","2018-4-1","6"
"feature: accessibility","2018-5-1","5"
"feature: accessibility","2018-6-1","14"
"feature: accessibility","2018-7-1","9"
"feature: accessibility","2018-8-1","12"
"feature: accessibility","2018-9-1","6"
"feature: accessibility","2018-10-1","14"
"feature: accessibility","2018-11-1","14"
"feature: accessibility","2018-12-1","11"
"feature: accessibility","2019-1-1","25"
"feature: accessibility","2019-2-1","14"
"feature: accessibility","2019-3-1","20"
"feature: accessibility","2019-4-1","8"
"feature: accessibility","2019-5-1","7"
"feature: accessibility","2019-6-1","0"
"feature: accessibility","2019-7-1","0"
"feature: accessibility","2019-8-1","0"
"feature: accessibility","2019-9-1","0"
"feature: accessibility","2019-10-1","0"
"feature: accessibility","2019-11-1","0"
"feature: accessibility","2019-12-1","0"
"feature: external storage","2016-1-1","0"
"feature: external storage","2016-2-1","0"
"feature: external storage","2016-3-1","0"
"feature: external storage","2016-4-1","0"
"feature: external storage","2016-5-1","0"
"feature: external storage","2016-6-1","5"
"feature: external storage","2016-7-1","11"
"feature: external storage","2016-8-1","19"
"feature: external storage","2016-9-1","21"
"feature: external storage","2016-10-1","24"
"feature: external storage","2016-11-1","30"
"feature: external storage","2016-12-1","41"
"feature: external storage","2017-1-1","80"
"feature: external storage","2017-2-1","85"
"feature: external storage","2017-3-1","105"
"feature: external storage","2017-4-1","110"
"feature: external storage","2017-5-1","113"
"feature: external storage","2017-6-1","93"
"feature: external storage","2017-7-1","105"
"feature: external storage","2017-8-1","106"
"feature: external storage","2017-9-1","106"
"feature: external storage","2017-10-1","109"
"feature: external storage","2017-11-1","113"
"feature: external storage","2017-12-1","113"
"feature: external storage","2018-1-1","130"
"feature: external storage","2018-2-1","137"
"feature: external storage","2018-3-1","139"
"feature: external storage","2018-4-1","141"
"feature: external storage","2018-5-1","144"
"feature: external storage","2018-6-1","98"
"feature: external storage","2018-7-1","97"
"feature: external storage","2018-8-1","94"
"feature: external storage","2018-9-1","98"
"feature: external storage","2018-10-1","106"
"feature: external storage","2018-11-1","108"
"feature: external storage","2018-12-1","106"
"feature: external storage","2019-1-1","57"
"feature: external storage","2019-2-1","62"
"feature: external storage","2019-3-1","60"
"feature: external storage","2019-4-1","53"
"feature: external storage","2019-5-1","47"
"feature: external storage","2019-6-1","0"
"feature: external storage","2019-7-1","0"
"feature: external storage","2019-8-1","0"
"feature: external storage","2019-9-1","0"
"feature: external storage","2019-10-1","0"
"feature: external storage","2019-11-1","0"
"feature: external storage","2019-12-1","0"
"needs info","2016-1-1","0"
"needs info","2016-2-1","0"
"needs info","2016-3-1","0"
"needs info","2016-4-1","0"
"needs info","2016-5-1","0"
"needs info","2016-6-1","5"
"needs info","2016-7-1","9"
"needs info","2016-8-1","20"
"needs info","2016-9-1","28"
"needs info","2016-10-1","38"
"needs info","2016-11-1","36"
"needs info","2016-12-1","54"
"needs info","2017-1-1","60"
"needs info","2017-2-1","47"
"needs info","2017-3-1","69"
"needs info","2017-4-1","64"
"needs info","2017-5-1","85"
"needs info","2017-6-1","62"
"needs info","2017-7-1","62"
"needs info","2017-8-1","71"
"needs info","2017-9-1","50"
"needs info","2017-10-1","58"
"needs info","2017-11-1","50"
"needs info","2017-12-1","43"
"needs info","2018-1-1","45"
"needs info","2018-2-1","49"
"needs info","2018-3-1","54"
"needs info","2018-4-1","54"
"needs info","2018-5-1","50"
"needs info","2018-6-1","45"
"needs info","2018-7-1","35"
"needs info","2018-8-1","31"
"needs info","2018-9-1","40"
"needs info","2018-10-1","50"
"needs info","2018-11-1","72"
"needs info","2018-12-1","45"
"needs info","2019-1-1","45"
"needs info","2019-2-1","35"
"needs info","2019-3-1","35"
"needs info","2019-4-1","17"
"needs info","2019-5-1","8"
"needs info","2019-6-1","0"
"needs info","2019-7-1","0"
"needs info","2019-8-1","0"
"needs info","2019-9-1","0"
"needs info","2019-10-1","0"
"needs info","2019-11-1","0"
"needs info","2019-12-1","0"
"feature: sharing","2016-1-1","0"
"feature: sharing","2016-2-1","0"
"feature: sharing","2016-3-1","0"
"feature: sharing","2016-4-1","0"
"feature: sharing","2016-5-1","0"
"feature: sharing","2016-6-1","2"
"feature: sharing","2016-7-1","21"
"feature: sharing","2016-8-1","38"
"feature: sharing","2016-9-1","40"
"feature: sharing","2016-10-1","65"
"feature: sharing","2016-11-1","99"
"feature: sharing","2016-12-1","82"
"feature: sharing","2017-1-1","154"
"feature: sharing","2017-2-1","159"
"feature: sharing","2017-3-1","184"
"feature: sharing","2017-4-1","205"
"feature: sharing","2017-5-1","191"
"feature: sharing","2017-6-1","174"
"feature: sharing","2017-7-1","183"
"feature: sharing","2017-8-1","177"
"feature: sharing","2017-9-1","180"
"feature: sharing","2017-10-1","185"
"feature: sharing","2017-11-1","198"
"feature: sharing","2017-12-1","192"
"feature: sharing","2018-1-1","197"
"feature: sharing","2018-2-1","199"
"feature: sharing","2018-3-1","208"
"feature: sharing","2018-4-1","210"
"feature: sharing","2018-5-1","207"
"feature: sharing","2018-6-1","146"
"feature: sharing","2018-7-1","163"
"feature: sharing","2018-8-1","157"
"feature: sharing","2018-9-1","156"
"feature: sharing","2018-10-1","190"
"feature: sharing","2018-11-1","202"
"feature: sharing","2018-12-1","178"
"feature: sharing","2019-1-1","114"
"feature: sharing","2019-2-1","119"
"feature: sharing","2019-3-1","111"
"feature: sharing","2019-4-1","110"
"feature: sharing","2019-5-1","101"
"feature: sharing","2019-6-1","0"
"feature: sharing","2019-7-1","0"
"feature: sharing","2019-8-1","0"
"feature: sharing","2019-9-1","0"
"feature: sharing","2019-10-1","0"
"feature: sharing","2019-11-1","0"
"feature: sharing","2019-12-1","0"
"feature: ldap","2016-1-1","0"
"feature: ldap","2016-2-1","0"
"feature: ldap","2016-3-1","0"
"feature: ldap","2016-4-1","0"
"feature: ldap","2016-5-1","0"
"feature: ldap","2016-6-1","0"
"feature: ldap","2016-7-1","15"
"feature: ldap","2016-8-1","8"
"feature: ldap","2016-9-1","10"
"feature: ldap","2016-10-1","23"
"feature: ldap","2016-11-1","21"
"feature: ldap","2016-12-1","19"
"feature: ldap","2017-1-1","43"
"feature: ldap","2017-2-1","50"
"feature: ldap","2017-3-1","57"
"feature: ldap","2017-4-1","55"
"feature: ldap","2017-5-1","59"
"feature: ldap","2017-6-1","63"
"feature: ldap","2017-7-1","69"
"feature: ldap","2017-8-1","68"
"feature: ldap","2017-9-1","85"
"feature: ldap","2017-10-1","75"
"feature: ldap","2017-11-1","85"
"feature: ldap","2017-12-1","87"
"feature: ldap","2018-1-1","114"
"feature: ldap","2018-2-1","115"
"feature: ldap","2018-3-1","118"
"feature: ldap","2018-4-1","105"
"feature: ldap","2018-5-1","104"
"feature: ldap","2018-6-1","75"
"feature: ldap","2018-7-1","85"
"feature: ldap","2018-8-1","81"
"feature: ldap","2018-9-1","77"
"feature: ldap","2018-10-1","95"
"feature: ldap","2018-11-1","85"
"feature: ldap","2018-12-1","76"
"feature: ldap","2019-1-1","46"
"feature: ldap","2019-2-1","46"
"feature: ldap","2019-3-1","53"
"feature: ldap","2019-4-1","41"
"feature: ldap","2019-5-1","39"
"feature: ldap","2019-6-1","0"
"feature: ldap","2019-7-1","0"
"feature: ldap","2019-8-1","0"
"feature: ldap","2019-9-1","0"
"feature: ldap","2019-10-1","0"
"feature: ldap","2019-11-1","0"
"feature: ldap","2019-12-1","0"
"papercut","2016-1-1","0"
"papercut","2016-2-1","0"
"papercut","2016-3-1","0"
"papercut","2016-4-1","0"
"papercut","2016-5-1","0"
"papercut","2016-6-1","3"
"papercut","2016-7-1","8"
"papercut","2016-8-1","35"
"papercut","2016-9-1","34"
"papercut","2016-10-1","40"
"papercut","2016-11-1","51"
"papercut","2016-12-1","43"
"papercut","2017-1-1","71"
"papercut","2017-2-1","71"
"papercut","2017-3-1","78"
"papercut","2017-4-1","87"
"papercut","2017-5-1","100"
"papercut","2017-6-1","77"
"papercut","2017-7-1","81"
"papercut","2017-8-1","93"
"papercut","2017-9-1","87"
"papercut","2017-10-1","83"
"papercut","2017-11-1","89"
"papercut","2017-12-1","86"
"papercut","2018-1-1","86"
"papercut","2018-2-1","89"
"papercut","2018-3-1","98"
"papercut","2018-4-1","81"
"papercut","2018-5-1","83"
"papercut","2018-6-1","75"
"papercut","2018-7-1","82"
"papercut","2018-8-1","77"
"papercut","2018-9-1","70"
"papercut","2018-10-1","76"
"papercut","2018-11-1","69"
"papercut","2018-12-1","58"
"papercut","2019-1-1","42"
"papercut","2019-2-1","43"
"papercut","2019-3-1","49"
"papercut","2019-4-1","45"
"papercut","2019-5-1","38"
"papercut","2019-6-1","0"
"papercut","2019-7-1","0"
"papercut","2019-8-1","0"
"papercut","2019-9-1","0"
"papercut","2019-10-1","0"
"papercut","2019-11-1","0"
"papercut","2019-12-1","0"
"feature: contacts menu","2016-1-1","0"
"feature: contacts menu","2016-2-1","0"
"feature: contacts menu","2016-3-1","0"
"feature: contacts menu","2016-4-1","0"
"feature: contacts menu","2016-5-1","0"
"feature: contacts menu","2016-6-1","1"
"feature: contacts menu","2016-7-1","1"
"feature: contacts menu","2016-8-1","1"
"feature: contacts menu","2016-9-1","1"
"feature: contacts menu","2016-10-1","1"
"feature: contacts menu","2016-11-1","1"
"feature: contacts menu","2016-12-1","1"
"feature: contacts menu","2017-1-1","2"
"feature: contacts menu","2017-2-1","2"
"feature: contacts menu","2017-3-1","2"
"feature: contacts menu","2017-4-1","7"
"feature: contacts menu","2017-5-1","15"
"feature: contacts menu","2017-6-1","12"
"feature: contacts menu","2017-7-1","11"
"feature: contacts menu","2017-8-1","12"
"feature: contacts menu","2017-9-1","16"
"feature: contacts menu","2017-10-1","13"
"feature: contacts menu","2017-11-1","9"
"feature: contacts menu","2017-12-1","9"
"feature: contacts menu","2018-1-1","12"
"feature: contacts menu","2018-2-1","11"
"feature: contacts menu","2018-3-1","11"
"feature: contacts menu","2018-4-1","13"
"feature: contacts menu","2018-5-1","17"
"feature: contacts menu","2018-6-1","14"
"feature: contacts menu","2018-7-1","16"
"feature: contacts menu","2018-8-1","16"
"feature: contacts menu","2018-9-1","15"
"feature: contacts menu","2018-10-1","14"
"feature: contacts menu","2018-11-1","12"
"feature: contacts menu","2018-12-1","12"
"feature: contacts menu","2019-1-1","9"
"feature: contacts menu","2019-2-1","8"
"feature: contacts menu","2019-3-1","10"
"feature: contacts menu","2019-4-1","11"
"feature: contacts menu","2019-5-1","10"
"feature: contacts menu","2019-6-1","0"
"feature: contacts menu","2019-7-1","0"
"feature: contacts menu","2019-8-1","0"
"feature: contacts menu","2019-9-1","0"
"feature: contacts menu","2019-10-1","0"
"feature: contacts menu","2019-11-1","0"
"feature: contacts menu","2019-12-1","0"
"feature: owncloud migration","2016-1-1","0"
"feature: owncloud migration","2016-2-1","0"
"feature: owncloud migration","2016-3-1","0"
"feature: owncloud migration","2016-4-1","0"
"feature: owncloud migration","2016-5-1","0"
"feature: owncloud migration","2016-6-1","0"
"feature: owncloud migration","2016-7-1","0"
"feature: owncloud migration","2016-8-1","0"
"feature: owncloud migration","2016-9-1","0"
"feature: owncloud migration","2016-10-1","0"
"feature: owncloud migration","2016-11-1","0"
"feature: owncloud migration","2016-12-1","0"
"feature: owncloud migration","2017-1-1","0"
"feature: owncloud migration","2017-2-1","0"
"feature: owncloud migration","2017-3-1","0"
"feature: owncloud migration","2017-4-1","0"
"feature: owncloud migration","2017-5-1","4"
"feature: owncloud migration","2017-6-1","6"
"feature: owncloud migration","2017-7-1","7"
"feature: owncloud migration","2017-8-1","6"
"feature: owncloud migration","2017-9-1","5"
"feature: owncloud migration","2017-10-1","5"
"feature: owncloud migration","2017-11-1","4"
"feature: owncloud migration","2017-12-1","4"
"feature: owncloud migration","2018-1-1","8"
"feature: owncloud migration","2018-2-1","6"
"feature: owncloud migration","2018-3-1","4"
"feature: owncloud migration","2018-4-1","3"
"feature: owncloud migration","2018-5-1","3"
"feature: owncloud migration","2018-6-1","3"
"feature: owncloud migration","2018-7-1","3"
"feature: owncloud migration","2018-8-1","3"
"feature: owncloud migration","2018-9-1","3"
"feature: owncloud migration","2018-10-1","7"
"feature: owncloud migration","2018-11-1","4"
"feature: owncloud migration","2018-12-1","4"
"feature: owncloud migration","2019-1-1","4"
"feature: owncloud migration","2019-2-1","4"
"feature: owncloud migration","2019-3-1","5"
"feature: owncloud migration","2019-4-1","6"
"feature: owncloud migration","2019-5-1","6"
"feature: owncloud migration","2019-6-1","0"
"feature: owncloud migration","2019-7-1","0"
"feature: owncloud migration","2019-8-1","0"
"feature: owncloud migration","2019-9-1","0"
"feature: owncloud migration","2019-10-1","0"
"feature: owncloud migration","2019-11-1","0"
"feature: owncloud migration","2019-12-1","0"
"standardisation","2016-1-1","0"
"standardisation","2016-2-1","0"
"standardisation","2016-3-1","0"
"standardisation","2016-4-1","0"
"standardisation","2016-5-1","0"
"standardisation","2016-6-1","0"
"standardisation","2016-7-1","0"
"standardisation","2016-8-1","0"
"standardisation","2016-9-1","0"
"standardisation","2016-10-1","0"
"standardisation","2016-11-1","0"
"standardisation","2016-12-1","1"
"standardisation","2017-1-1","1"
"standardisation","2017-2-1","0"
"standardisation","2017-3-1","0"
"standardisation","2017-4-1","0"
"standardisation","2017-5-1","0"
"standardisation","2017-6-1","0"
"standardisation","2017-7-1","0"
"standardisation","2017-8-1","0"
"standardisation","2017-9-1","2"
"standardisation","2017-10-1","1"
"standardisation","2017-11-1","3"
"standardisation","2017-12-1","2"
"standardisation","2018-1-1","1"
"standardisation","2018-2-1","4"
"standardisation","2018-3-1","3"
"standardisation","2018-4-1","1"
"standardisation","2018-5-1","1"
"standardisation","2018-6-1","3"
"standardisation","2018-7-1","5"
"standardisation","2018-8-1","5"
"standardisation","2018-9-1","3"
"standardisation","2018-10-1","5"
"standardisation","2018-11-1","3"
"standardisation","2018-12-1","3"
"standardisation","2019-1-1","3"
"standardisation","2019-2-1","3"
"standardisation","2019-3-1","3"
"standardisation","2019-4-1","4"
"standardisation","2019-5-1","3"
"standardisation","2019-6-1","0"
"standardisation","2019-7-1","0"
"standardisation","2019-8-1","0"
"standardisation","2019-9-1","0"
"standardisation","2019-10-1","0"
"standardisation","2019-11-1","0"
"standardisation","2019-12-1","0"
"feature: users and groups","2016-1-1","0"
"feature: users and groups","2016-2-1","0"
"feature: users and groups","2016-3-1","0"
"feature: users and groups","2016-4-1","0"
"feature: users and groups","2016-5-1","0"
"feature: users and groups","2016-6-1","1"
"feature: users and groups","2016-7-1","4"
"feature: users and groups","2016-8-1","6"
"feature: users and groups","2016-9-1","8"
"feature: users and groups","2016-10-1","17"
"feature: users and groups","2016-11-1","18"
"feature: users and groups","2016-12-1","14"
"feature: users and groups","2017-1-1","28"
"feature: users and groups","2017-2-1","29"
"feature: users and groups","2017-3-1","34"
"feature: users and groups","2017-4-1","35"
"feature: users and groups","2017-5-1","33"
"feature: users and groups","2017-6-1","44"
"feature: users and groups","2017-7-1","34"
"feature: users and groups","2017-8-1","38"
"feature: users and groups","2017-9-1","41"
"feature: users and groups","2017-10-1","40"
"feature: users and groups","2017-11-1","44"
"feature: users and groups","2017-12-1","49"
"feature: users and groups","2018-1-1","65"
"feature: users and groups","2018-2-1","63"
"feature: users and groups","2018-3-1","69"
"feature: users and groups","2018-4-1","66"
"feature: users and groups","2018-5-1","71"
"feature: users and groups","2018-6-1","48"
"feature: users and groups","2018-7-1","38"
"feature: users and groups","2018-8-1","39"
"feature: users and groups","2018-9-1","45"
"feature: users and groups","2018-10-1","59"
"feature: users and groups","2018-11-1","57"
"feature: users and groups","2018-12-1","55"
"feature: users and groups","2019-1-1","43"
"feature: users and groups","2019-2-1","41"
"feature: users and groups","2019-3-1","43"
"feature: users and groups","2019-4-1","37"
"feature: users and groups","2019-5-1","35"
"feature: users and groups","2019-6-1","0"
"feature: users and groups","2019-7-1","0"
"feature: users and groups","2019-8-1","0"
"feature: users and groups","2019-9-1","0"
"feature: users and groups","2019-10-1","0"
"feature: users and groups","2019-11-1","0"
"feature: users and groups","2019-12-1","0"
"feature: encryption (server-side)","2016-1-1","0"
"feature: encryption (server-side)","2016-2-1","0"
"feature: encryption (server-side)","2016-3-1","0"
"feature: encryption (server-side)","2016-4-1","0"
"feature: encryption (server-side)","2016-5-1","0"
"feature: encryption (server-side)","2016-6-1","0"
"feature: encryption (server-side)","2016-7-1","3"
"feature: encryption (server-side)","2016-8-1","5"
"feature: encryption (server-side)","2016-9-1","6"
"feature: encryption (server-side)","2016-10-1","7"
"feature: encryption (server-side)","2016-11-1","12"
"feature: encryption (server-side)","2016-12-1","13"
"feature: encryption (server-side)","2017-1-1","26"
"feature: encryption (server-side)","2017-2-1","25"
"feature: encryption (server-side)","2017-3-1","40"
"feature: encryption (server-side)","2017-4-1","37"
"feature: encryption (server-side)","2017-5-1","36"
"feature: encryption (server-side)","2017-6-1","36"
"feature: encryption (server-side)","2017-7-1","41"
"feature: encryption (server-side)","2017-8-1","34"
"feature: encryption (server-side)","2017-9-1","35"
"feature: encryption (server-side)","2017-10-1","36"
"feature: encryption (server-side)","2017-11-1","40"
"feature: encryption (server-side)","2017-12-1","40"
"feature: encryption (server-side)","2018-1-1","46"
"feature: encryption (server-side)","2018-2-1","54"
"feature: encryption (server-side)","2018-3-1","59"
"feature: encryption (server-side)","2018-4-1","59"
"feature: encryption (server-side)","2018-5-1","57"
"feature: encryption (server-side)","2018-6-1","52"
"feature: encryption (server-side)","2018-7-1","58"
"feature: encryption (server-side)","2018-8-1","62"
"feature: encryption (server-side)","2018-9-1","39"
"feature: encryption (server-side)","2018-10-1","44"
"feature: encryption (server-side)","2018-11-1","36"
"feature: encryption (server-side)","2018-12-1","37"
"feature: encryption (server-side)","2019-1-1","23"
"feature: encryption (server-side)","2019-2-1","19"
"feature: encryption (server-side)","2019-3-1","19"
"feature: encryption (server-side)","2019-4-1","20"
"feature: encryption (server-side)","2019-5-1","20"
"feature: encryption (server-side)","2019-6-1","0"
"feature: encryption (server-side)","2019-7-1","0"
"feature: encryption (server-side)","2019-8-1","0"
"feature: encryption (server-side)","2019-9-1","0"
"feature: encryption (server-side)","2019-10-1","0"
"feature: encryption (server-side)","2019-11-1","0"
"feature: encryption (server-side)","2019-12-1","0"
"feature: vue apps","2016-1-1","0"
"feature: vue apps","2016-2-1","0"
"feature: vue apps","2016-3-1","0"
"feature: vue apps","2016-4-1","0"
"feature: vue apps","2016-5-1","0"
"feature: vue apps","2016-6-1","0"
"feature: vue apps","2016-7-1","0"
"feature: vue apps","2016-8-1","0"
"feature: vue apps","2016-9-1","0"
"feature: vue apps","2016-10-1","0"
"feature: vue apps","2016-11-1","0"
"feature: vue apps","2016-12-1","0"
"feature: vue apps","2017-1-1","0"
"feature: vue apps","2017-2-1","0"
"feature: vue apps","2017-3-1","0"
"feature: vue apps","2017-4-1","0"
